Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,7.67,51.34,,1.9,5,6.8,3.9,10.3,3.7,5.12,2.8,62.92,0.98,11.24,53.76,5.23,0.7,0.39,137.41,2.09,123.03,58.99,66.16,1.81,0.58,,0.18,0.68,25.37,21.89,29.88,23.61,21.01,5.97,6.3,3.94,0.5,21.09,3.5,0.71,24.69,15.26,8.61,5.95,136.04,54.3,15.5,,19.8,,22.86,6.64,31.09,25.98,2.28,6.14,,0.83,1.44,,29.09,1.01,7.19,1.22,,,22.78,29.41,2.1,2.03,44.76,1.58,11.63,71.45,17.6,21.45,,14.54,,3.51,42.54,,,10,33913792728.0,Medical Specialties,Health Technology
AAL,27.94,64.45,51.17,,10.4,,,,,597.78,27,64.32,,57.61,63.48,0.7,0.33,0.22,17.69,0.57,21.4,22.29,13.62,16.51,,,,,17.79,17.79,,8.58,5.84,0.74,0.79,5.62,,,,,7.86,,12.26,4.05,16.5,20.34,1.4,,0.51,,5.17,,53.61,16.27,,0.22,,,,,,1.07,,0.57,,,5.15,,,,,0.47,0.43,6.13,5.96,,,2.95,,24.02,15.38,,,8,8696254174.0,Airlines,Transportation
AAON,89.44,44.78,27.43,,26.3,8.1,29.5,31.8,,20.3,29.5,56.23,0.39,57.69,45.16,28.81,,,120.44,3.06,92.39,12.1,42.3,0.24,0.09,,0.14,0.26,41.03,33.1,97.19,,,,8.28,2.44,0.77,8.52,1.05,0.26,40.9,20.42,17.97,15.07,80.7,35.65,94.37,,15.78,,20.14,12.28,53.06,53.06,2.11,8.35,,2.88,8.47,,97.76,1.49,6.01,1.62,,50.39,41.37,63.07,2.12,8.17,15.34,1.79,19.56,38.79,29.01,25.52,,21.87,,0.53,105.65,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,62.51,16.23,3.6,,26,,,,,8.9,67.85,47.25,,65.02,1.92,0.08,0.12,45.99,1.34,232.75,194.44,24.05,7.27,1.47,,1.28,2.21,29.98,11.83,28.35,31.34,14.17,0.73,0.5,3.34,0.21,1.77,7.95,2.21,26.86,2.94,,,93.84,40.02,2.38,,0.36,,1.55,1.06,63,58.96,,0.23,,,,,12.57,0.49,2.13,0.2,,,6.61,89.49,,0.43,1.73,0.62,0.36,4.12,2.95,1.7,,1.76,,3.91,6.33,,,10,3557510972.0,Specialty Stores,Retail Trade
AAT,21.77,35.41,4.8,,,9.7,8.1,22.2,18.4,28.45,8.5,29.52,6.63,27.31,32.78,0.75,4.87,0.25,24.93,5.78,,148.94,6.31,7.97,1.8,,1.38,5.4,21.75,11.61,22.91,,,,6.8,4.6,0.35,29.66,8.93,5.4,50.36,9.32,,2.77,26.5,63.33,1.92,,16.36,,28.14,1.28,25.7,25.7,11.17,4.22,,2.23,1.22,10.61,14.32,0.94,1.22,0.55,,,9.46,17.42,,1.1,1.3,5.78,2.43,683.81,4.81,6.24,,4.5,,,30.4,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,8.67,54.24,,,,7.8,9.6,1.7,7.4,21.19,3.8,61.67,5.67,5.35,58.35,1.83,0.17,0.1,179.53,0.65,84.15,73.91,75.86,3.9,11.78,,0.57,3.47,38.72,20.96,24.46,13.94,13.45,6.47,6.88,2.58,0.04,28.13,4.92,3.65,14.72,16.41,7.74,5.5,150.83,67.21,5.43,,9.22,,26.13,52.65,62.34,16.7,1.08,5.79,,0.61,0.67,,20.48,1.19,,1.3,,,19.41,36.14,1.66,1.61,,0.54,3.63,196.81,9.75,59.19,,8.83,,1.66,38.44,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABEV,,26.81,,,2.2,20.8,5.4,3.2,9.8,60.73,11,19.82,9.56,10.63,22.55,3.4,0.59,6.19,1.85,1.2,93.05,189.94,25.24,0.13,0.03,,0.85,6.02,6.91,5.19,7.79,7.33,5.63,1.79,1.67,14.47,0.67,25.25,13.77,6.02,10.28,16.85,3.83,6.6,2.72,50.98,7.91,,16.92,,23.87,1.87,10.76,10.51,2.14,2.22,,,,,8.97,0.68,1.54,0.42,,,7.08,9.54,1.57,0.65,4.11,0.9,10.03,70.19,19.21,15.52,,15.33,,6.31,11.56,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,26,34.76,11.72,,50.3,,28.2,37.8,,8.08,24,22.61,,15.23,28.29,2.75,0.03,0.01,241.36,1.2,48.06,16.14,4.32,6.36,1.52,,,,13.27,12.06,37.16,11.31,10.31,0.55,0.59,7.54,0.33,1.58,5.51,,8.84,31.22,,6.25,266.86,17.41,3.89,,2.16,,5.9,1.41,13.66,8.97,0.28,0.29,,0.29,1.58,,18.3,0.9,,1.03,,,9.65,81.76,0.36,0.49,,0.41,3.64,17.42,9.79,10.8,,7.97,,,12.8,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,35.31,36.56,11.97,2.6,6.2,5.8,5.2,24.3,,,12.8,35.58,2.36,16.16,35.04,2.81,0.05,0.04,50.14,1.33,,,56.48,4.47,0.82,,0.26,1.86,20.78,13.97,27.15,11.07,8.8,0.53,0.54,4.81,0.35,2,5.36,2.13,13.43,24.99,8.13,2.33,52.15,,2.5,,0.98,,2.54,1.75,39.48,14.7,1.26,0.39,,0.76,1.65,,18.96,0.96,,0.96,,,14.03,59.41,0.8,0.88,,1.33,1.63,40.75,5.81,4.49,,3.02,,3.87,27.1,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
ABNB,0.69,52.25,5.44,,38.3,,,,,322.31,8,62.65,,,55.11,4.68,0.99,4.98,131.29,1.62,,33.1,6.78,0.96,0.27,,,,32.9,32.08,18.34,21.44,21.1,6.15,6.96,3.04,0.38,37.96,5.02,,29.72,,,10.75,168.43,83.07,22.92,,16.96,,15.01,9.7,46.07,46.07,,7.98,,,,,21.11,0.78,4.68,,,17.77,21.11,35.37,,,10.68,1.62,7.98,839.68,21.23,22.05,,19.8,,4.08,,,,2,92399740712.0,Other Consumer Services,Consumer Services
