Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ACHC,,41.26,,,12.2,,,16.9,,,10.9,46.76,,,47.1,1.75,0.13,0.04,41.12,1.07,18.46,542.09,44.04,3.16,0.66,,,,11.79,9.09,,9.23,7.29,1.66,1.85,8.48,0.52,,,,11.46,0.79,10.74,8.88,85.13,96.45,5.11,,8.99,,17.48,1.24,13.48,11.73,,1.22,,,,,,0.48,1.68,0.56,,,29.53,,,1.24,5.44,1.06,5.05,19.42,10.06,9.78,,8.25,,,120.94,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,66,3.55,,100.9,,,,,,,64.7,,,65.02,,5.79,,,6.03,,,,,,,,,,,,,,61.8,,,,,,,,,23.13,,,,,,,,,6.96,,,,,,,,,,,,,11.04,10.35,,,,,7.53,6.03,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,49.09,2.06,,18.8,33.9,6,,,132.17,4.2,31.4,2.49,,44.15,3.53,0.04,0.02,19.14,0.9,31.65,26.16,3.64,3.36,4.7,,0.19,2.51,14.35,5.92,31.81,12.49,6.48,0.31,0.31,6.97,0.11,0.99,7.09,2.51,8.44,16.59,,1.83,21.47,27.85,3.83,,1.25,,2.28,3.67,11.19,7.66,0.57,0.14,,,,,14.17,0.89,,,,,4.15,14.05,1.21,0.8,,0.22,3.79,11.26,9.28,37.17,,6.52,,7.18,28.15,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,100.59,53.19,13.8,2.6,5.9,,7,21.8,,142.28,6.8,42.05,,54.03,49.21,3.72,0.26,0.17,55.83,1.56,,21.51,50.45,2.07,0.77,,,,17.95,13.41,23.79,,14.86,3.88,4.1,5.57,0.43,17.25,4.77,,28.01,13.17,27.68,7.94,34.1,52.2,4.73,,14.04,,22.14,4.4,26.33,24.06,2.01,3.72,,1.22,1.85,,21.47,1.64,,1.43,,,18.87,24.08,2.32,1.65,,1.56,6.9,262.89,15.7,17.86,,8.99,,3.31,56.97,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,38.63,,0.9,22.7,,62.7,72,31,57.41,34.8,42.78,,,41.13,6.64,2.3,13.15,74.19,4.45,183.28,30.95,67.21,0.16,0.05,,,,7.01,6.63,10.54,,7.05,1.68,1.72,14.27,0.73,16.36,7.3,,15.07,25.18,,,113.39,44.28,44.08,,20.65,,21.88,2.47,10.97,10.97,0.22,2.26,,,,,13.88,0.65,1.1,1,11.12,3.17,12.59,13.63,0.44,1.02,2.47,3.29,17.31,67.54,25.93,24.8,,28.79,,2.59,23.55,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,67.32,43.02,30.5,,,,2.6,0.1,,,,33.64,,81.11,39.14,9.87,4.19,8.79,84.55,4.29,,,71.34,,0.14,,,,,,1162.21,,,43.68,26.72,,0.63,2.3,0.08,,,,,14.8,0.0,,,,,,,9.66,,,,28.51,,,,,587.89,,,,15.63,14.94,180.04,,,,9.45,4.29,,,,,,,,0.29,,,,,1598748014.0,Biotechnology,Health Technology
ACM,25.64,55.14,21.34,2.5,,,13,17,11,,9.8,34.2,0.77,33.71,49.87,2.45,0.25,0.52,113.75,1.13,,56.38,59.69,2.8,1.39,,0.19,0.77,18.35,15.32,23.42,15.09,13.45,2.15,1.03,5.45,0.18,4.4,4.7,0.91,22.33,9.98,11.48,4.13,101.75,6.73,4.98,,2.5,,5.74,6.9,38.43,25.17,2.59,0.97,,,,,21.94,1.12,,2.01,,,18.79,46.91,4.15,2.02,,1.13,3.46,112.49,16.41,18.05,,11.41,,3.2,167.28,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACN,6.18,53.96,4.79,0.4,13.6,13.6,5.4,10.7,1.4,10.85,9.3,59.46,2.56,22.07,55.57,7.37,0.26,1.22,362.7,1.1,,20.51,69.84,0.37,0.15,,0.43,1.48,22.84,19.92,25.87,21.2,17.27,3.3,3.43,4.38,0.51,13.27,3.8,1.63,28.32,13.21,9.06,7.13,331.43,32.61,162.73,,11.19,,14.79,8.02,31.73,30.33,3.26,3.62,,1.47,1.17,,26.77,1.09,8.47,1.26,,,25.26,38.54,3.18,1.76,53.18,1.1,13.75,236.59,27.79,26.8,,19.63,,2.64,39.3,,,10,207617355910.0,Information Technology Services,Technology Services
ACVA,32.37,59.18,5.4,,,,,,,,30.6,49.26,,8.32,56.44,3.77,0.68,2.5,22.34,1.51,,452.01,118.12,,0.25,,,,,,411.66,,,4.6,5.88,,0.44,1.43,0.23,,585.11,,,28.45,18.76,51.48,,,,,,8.03,,,,6.03,,,,,447.76,1.19,,,,60.38,86.38,,,,32.85,1.51,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,,70.97,,1.7,9.4,,17.7,16.7,11.4,,16.8,90,,10.19,78.92,12.54,0.78,1.24,552.96,1.11,,49.25,33.27,0.78,0.42,,,,34.15,30.36,35.95,21.97,20.53,10.17,11.24,2.93,0.49,31.27,2.69,,26.91,19.13,13.39,10.79,585.46,88.66,51.2,,25.59,,35.93,16.92,46.7,30.93,1.45,11.97,,0.99,1.22,,38.28,0.94,19.69,0.93,,,37.23,54.4,1.86,2.46,282.12,1.11,18.17,291.22,33.73,34.74,,22.82,,2.86,69.38,,,10,241068062221.0,Packaged Software,Technology Services
ADC,20.22,43.58,,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,31.92,5.55,18.14,38.84,1.81,0.08,0.01,74.72,0.74,,573.52,54.1,5.08,0.51,,1.67,4.01,37.05,20.87,25.06,31.92,19.24,16.68,18.3,2.7,0.65,73.03,5.41,4.06,40.7,11.69,2.17,11.35,74.09,87.94,2.87,,31.62,,48.86,1.51,41.28,41.91,6.76,12.53,,3.63,1.35,17.64,17.15,1.01,1.83,1,,,17.15,,6.34,1.06,1.81,0.74,2.41,,3.83,3.64,,3.69,,,33.51,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,48.36,61.84,22.07,,,,,,,13.28,,72.45,0.28,18.37,66.56,1.99,1.25,0.17,13.36,3.42,,,38.31,2.94,1.41,,0.19,1.5,18.77,10.32,14.36,,,4.88,5.45,5.33,0.35,37.93,8.93,1.5,9.49,13.13,,,9.47,,1.91,,12.01,,30.96,3.86,37.11,12.49,4.03,4.35,,,,,11.58,1.41,,2.11,,,10.44,15.79,,0.69,,3.42,3.78,475.57,9.9,11.55,,10.09,,9.58,102.77,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,25.3,48.77,5.9,1.9,,10.4,9.3,16.8,1.7,,1.2,50.85,2.86,,49.99,5.59,0.79,0.31,218.2,1.84,136.23,40.16,47.5,1.82,0.22,,0.89,1.66,53.23,26.59,35.8,31.14,23.58,11.05,11.86,1.88,0.73,33.12,2.88,1.69,30.68,16.92,20.58,10.85,152.87,57.08,6.42,,17.35,,21.96,3.08,66.32,53.7,4.93,11.53,,2.8,1.84,,34.86,1.43,,1.66,,,28.25,36.31,3.84,1.77,,1.35,3.37,46.57,4.62,4.63,,4.23,,1.42,50.39,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,36.1,,2.6,9.4,7.7,25.1,24.8,,89.18,15,25.07,5.06,,32.72,3.11,0.04,0.07,51.42,1.4,50.57,24.48,21.74,2.74,0.52,,0.39,3.89,11.8,8.58,10.09,13.63,9.53,0.42,0.41,8.47,0.42,4.05,14.33,3.89,11.32,23.14,,,77.94,7.08,3.58,,2.07,,2.85,1.12,14.61,10.41,0.57,0.3,,,,,7.48,0.66,0.87,0.74,,,5.21,7,0.54,1.34,1.64,0.84,3.34,14.4,8.6,7.7,,4.13,,16.39,11.28,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,43.47,,3.5,,,,,,,4.5,39.57,,,42.92,1.75,0.26,0.39,19.28,1.11,21.21,66.18,45.49,3.67,1.13,,,,9.61,4.75,11.24,8.02,4.38,0.22,0.21,10.41,0.23,1.89,16.75,,9.62,25.84,30.6,,37.63,6.32,2.09,,0.12,,2.72,0.78,84.74,10.6,0.54,0.12,,,,,6.21,0.51,,,,,3.2,9.69,0.51,0.58,,0.9,0.19,23.38,5.76,0.85,,4.79,,19.92,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,31.34,57.72,13.21,1.2,,13.8,15.3,15.1,13,13.01,9,53.08,3.23,23.07,55.12,3.1,0.19,0.79,304.56,1.01,,3.27,65.98,1.56,1.75,,0.59,1.84,23.04,20.89,30.64,23.52,21.72,6.18,6.77,4.34,0.11,22.11,3.29,2.02,30.61,14.85,8.76,7.46,270.82,42.56,9.92,,20.87,,21.92,23.22,32.51,32.31,2.67,6.78,,1.59,1.75,,30.73,1.12,10.39,1.33,,,26.91,44.19,2.58,3.08,75.2,1.01,7.01,518.83,59.25,86.24,,6.18,,1.75,45.74,,,10,101064499899.00002,Data Processing Services,Technology Services
ADSK,37.7,56.51,20.75,0.9,25.4,,21.7,23.3,,,14.2,64.56,,40.05,57.16,5.92,0.38,0.66,307.71,0.65,,102.91,35.66,1.75,0.99,,,,51.14,45.2,53.14,33.78,31.48,9.76,11.18,1.96,0.26,21.04,1.89,,33.37,22.24,11.62,11.72,260.22,90.71,,,18.3,,21.86,25.35,61.05,37.16,0.68,11.22,,,,,53.15,1.18,,1.05,,,49.34,104.58,1.49,2.96,,0.65,11.12,392,23.35,51.52,,9.86,,0.68,229.63,,,6,45606470933.0,Packaged Software,Technology Services
ADT,23.86,49.87,8.84,,3.7,,,,,,,35.97,2.68,2.97,45.13,0.43,0.08,0.01,7.53,0.81,70.1,85.15,27.53,4.22,1.98,,0.38,2.66,29.69,7.86,13.03,,5.15,2.84,2.79,3.37,0.24,21.42,16.32,2.92,9.28,7.28,26.47,2.59,6.74,78.76,1.95,,17.19,,20.04,1.78,7.92,14.59,,1.4,,,,,6.57,1.12,,,,,3.95,5.27,,0.6,,0.64,5.45,14.81,3.29,24.01,,10.07,,32.97,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,45.37,43.09,3.63,,9.9,,22.2,30.1,,18.33,10.6,39.57,,12.83,42.25,8.28,1.41,4.48,120.74,2.11,,11.17,35.23,0.41,0.05,,,,18.76,16.59,15.89,12.96,11.64,1.38,1.77,5.33,0.82,11.15,5.77,,20.84,23.85,12.62,12.5,101.54,32.28,12.12,,6.5,,9.15,2.31,27.63,23.31,1.25,1.8,,0.96,0.52,,16.24,1.19,3.39,1.17,124.47,17.17,15.04,18.65,1.2,1.2,11.09,2.11,6.89,155.12,11.61,9.24,,9.02,,3.06,49.08,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,10.97,51.14,5.54,,6.5,8,7.3,6.3,10.2,5.28,6.9,32.47,3.97,21.73,45.1,0.9,,,91.79,0.63,73.28,83.66,27.63,5.15,1.54,,0.61,2.88,21.85,12.1,,19.45,11.19,5.12,5.87,4.58,0.27,,,2.92,18.6,1.42,7.87,3.92,82.4,49.45,2.94,,15.52,,25.95,2.07,21.6,21.38,3.89,3.37,,1.55,,,,1.11,1.43,1.28,,,9.85,,3.08,,2.14,0.41,2.73,5.71,5.17,9.9,,3.91,,,23.18,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,45.46,,,99.7,,,,,52.85,46.7,45.94,,,45.96,9.56,2.45,5.64,11.7,6.03,461.76,71.29,51.67,0.87,0.06,,,,49.03,38.77,,,,,5.11,2.04,0.84,,,,39,,,24.38,21.23,50.48,,,49.64,,10.43,2.83,11.94,10.73,,5.89,,,,,,0.55,1.28,2.22,23.88,4.98,1950.01,19.56,,3.37,3.45,3.24,25.04,13.84,5.89,29.87,,34.92,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,23.53,57.75,25.78,0.9,13,,,,,,6.1,56.8,0.35,9.69,57.53,4.48,2.25,0.99,117.43,4.62,139.39,54.35,65.57,5.33,0.57,,0.11,0.34,77.74,34.82,58.63,,12.08,2.8,2.94,1.29,0.53,5.01,1.67,0.34,23.58,15.16,,,85.25,35.16,2.31,,2.91,,4.34,3.8,103.01,32.17,2.4,2.95,,1.65,3.89,,59.56,1.38,2.96,1.05,,13.95,33.33,91.84,2.54,1.81,6.14,3.32,1.74,8.27,2.59,3.75,,8.16,,,41.64,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,57.13,50.82,8.17,,20.5,20.8,11.4,7.9,4,4.55,3.1,44.97,8.04,21.08,50.03,3.44,0.59,0.61,83.59,1.75,111.46,54.12,0.39,0.48,0.08,,0.47,1.91,23.67,12.96,23.99,12.73,8.8,4.5,5.52,4.22,0.69,23.84,4.46,1.91,17.46,11.44,25.18,13.24,63.35,40.9,27.86,,13.05,,34.15,2.12,41.8,24.31,0.95,5.54,,,,,23.2,1.32,1.72,1.25,,,12.17,26.72,2.72,1.94,2.66,0.83,3.5,8.35,6.58,5.13,,5.69,,2.41,53.93,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEP,19.77,42.61,,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,31.46,4.93,8.51,39.18,0.9,0.04,0.01,95.85,0.57,84.7,104.49,18.81,5.79,1.66,,0.71,3.72,22.25,12.52,,17.03,10.81,4.28,4.88,4.49,0.27,,,3.88,16.28,1.15,12.99,4.63,93.8,61.23,2.17,,13.46,,20.61,1.92,19.32,19.25,3.5,2.62,,,,,,1.02,1.28,1.11,,,7.96,,,11.28,1.92,0.41,2.7,5.48,4.94,10.22,,4.35,,0.77,20.39,,,10,41234689544.0,Electric Utilities,Utilities
AER,43.71,45.4,9.27,,6.4,,,5.5,,3.17,,31.81,0.78,8.48,40.78,0.74,2.25,0.08,95.91,4.5,5.24,57.13,3.06,10.49,2.89,,0.05,0.78,30.52,13.63,,15.95,9.39,7.73,8.05,3.28,0.23,,,1.04,7.92,,12.74,2.68,84.86,32.61,,,32.41,,26.37,1.09,7.75,9.84,,2.44,,,,,,1.13,0.75,1.43,,,3.41,7.4,,1.6,1.27,4.45,3.53,3.38,2.94,15.15,,2.69,,11.72,14.96,,,8,14432429370.0,Finance/Rental/Leasing,Finance
AES,,35.93,,,,5,,6.9,,,7.2,41.94,6.74,,38.86,0.42,0.16,0.07,13.05,0.85,25.49,94.7,48.4,11.13,8.95,,0.3,5.29,25.85,13.95,,9.8,7.98,2.1,3.01,3.87,0.07,,,5.29,6.31,,6.54,2.97,21.25,19.44,1.43,,8.34,,17.25,2.82,9.06,5.63,,0.76,,,,,,0.61,1.51,0.79,,,3.91,,,,9.13,0.8,2.2,4.62,3.9,35.23,,17.84,,,,,,6,11544405347.0,Electric Utilities,Utilities
