Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,4.41,52.87,1.5,7.9,7.7,13.5,33.2,24.7,10.5,61.15,1.06,0.53,57.14,6.4,0.85,0.65,133.42,2.15,117.53,51.55,70.14,1.53,0.41,,0.17,0.7,27.76,23.48,25.57,23.5,20.58,5.77,5.97,3.6,0.57,23.33,3.95,0.71,23.2,16,5.45,2.47,135.48,50.63,14.64,,18.84,,19.54,6.26,31.54,25.08,2.09,5.98,,0.8,1.6,,25.57,4.86,1.18,,,20.68,31.26,1.9,2.01,21.21,1.64,11.49,63.42,15.6,20.99,,14.11,,2.88,43.74,,,10,33913792728.0,Medical Specialties,Health Technology
AA,21.03,30.48,1.4,10.2,,,,,5.9,12.31,1.15,46.27,22.92,1.07,0.44,0.55,34.53,1.55,79.98,58.53,26.31,10.94,0.65,,,1.15,,31.86,,20.03,7.23,0.72,0.69,,0.27,,,1.15,282.54,,,2.94,39.84,8.14,,,,,,1.59,,,,0.58,,,,,,,,,,18.75,,,1.52,1.59,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,38.46,,10.4,,,,,27,42.07,,,40.49,0.66,0.33,0.21,10.69,0.58,20.92,21.48,13.98,14.34,,,,,13.86,13.86,,11.75,6.83,0.7,0.73,7.22,,,,,4.84,,19.13,4.45,18.69,21.59,1.73,,0.94,,6.83,,17.82,5.82,,0.14,,,,,,,0.31,,,2.67,,,,,0.48,0.76,7.26,6.75,,,3.98,,41.93,7.75,,,8,8696254174.0,Airlines,Transportation
AAON,17.7,58.07,,26.3,8.1,29.5,31.8,,29.5,54.39,0.56,9.96,56.85,28.81,0.07,0.49,89.05,3.13,101.08,13.09,45.31,0.06,0.02,,0.15,0.37,31.02,25.5,56.28,,,,6.14,3.22,0.82,10.92,1.74,0.37,,20.58,18.68,10.86,77.75,35.56,58.55,,15.44,,19.77,9.31,41.48,41.48,1.65,6.43,,2.28,5.08,,58.64,4.62,1.28,,32.62,30.2,44.61,1.79,6.32,11.56,1.57,19.39,38.08,29.18,25.9,,21.96,,0.77,85.63,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,41.46,3.6,,26,,,,8.9,35.97,35.92,0.49,40.8,1.28,0.09,0.11,59.75,1.22,265.7,210.84,26.55,9.72,1.55,,3.26,1.68,70.2,17.29,15.03,19.09,10.39,0.63,0.63,1.42,0.21,4.18,13.23,1.68,16.46,6.82,102.47,1.3,163.68,39.77,1.15,,0.14,,0.85,1.39,86.59,86.59,,0.32,,,,,7.52,3.72,0.28,,,5.31,11.76,,0.52,3.59,0.29,0.13,1.96,1.42,0.62,,1.21,,,7.83,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,8.1,56.54,2.9,1.3,5.7,20.9,23.2,14.6,15.7,36.77,0.59,7.01,50.1,10.18,0.54,0.64,223.96,1.04,11.92,90.05,21.43,0.8,1.41,,0.15,0.43,28.97,26.46,34.12,26.85,24.94,8.32,9.11,3.45,0.22,26.71,2.97,0.44,30.25,20.2,10.03,5.34,179.64,45.59,59.12,,26.31,,30.98,46.27,34.83,34.83,2.06,9.18,,1.44,1.63,,34.33,8.47,2.27,,,31.67,37.04,1.96,2.61,46.27,0.99,29.34,262.55,56.47,150.79,,34.83,,3.01,50.67,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,,70.15,,,9.7,8.1,22.2,18.4,8.5,72.34,6.68,,72.45,0.69,0.98,0.06,24.55,2.06,,143.65,6.4,6.71,1.43,,1.49,5.44,22.68,12.03,25.13,,,,6.91,4.41,0.4,27.51,8.17,5.48,,7.61,,2.41,29.14,62.64,1.88,,15.46,,27.6,1.25,27.58,27.58,11.99,4.23,,2.39,1.33,10.81,15.34,1.25,0.54,,,9.76,19.06,,1.1,1.27,2.06,2.29,612.23,4.67,5.68,,4.28,,3.59,30.69,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABCL,,45.98,,8.7,,,,,,43.54,,,47.1,2.03,6.66,9.48,3.01,7.76,,,342.96,,0.07,,,,,,,,,8.29,6.96,,0.77,,,,,,,31.92,1.22,,,,,,,0.78,,,,24.29,,,,,,,,2.43,1.84,,,,,0.92,7.75,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,49.78,,2.2,20.8,5.4,3.2,9.8,11,51.82,11.25,,52.31,3.5,0.4,3.65,2.13,0.99,102.26,192.59,24.29,0.15,0.04,,0.77,7.08,8.49,6.27,8.66,8.49,6.46,2.03,1.97,11.78,0.65,25.4,12.25,7.08,12.67,14.56,5.16,6.39,2.95,50.66,6.83,,18.25,,23.83,2.15,11.39,10.92,2.23,2.37,,,,,9.3,1.68,0.43,,,7.22,10.47,1.81,0.71,5.07,0.7,10.77,64.69,18.64,17.03,,17.22,,6.32,11.21,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
ABG,,61.87,,50.3,,28.2,37.8,,24,61.83,,10.16,63.15,2.71,0.01,0.01,251.93,1.06,41.41,16.44,4.01,5.01,1.53,,,,10.54,9.82,102.28,11.12,10.25,0.57,0.65,9.49,0.33,0.64,1.93,,8.5,30.72,,8.9,255.55,18.22,5.43,,3.68,,6.86,1.52,9.18,8.01,0.25,0.33,,0.26,4.56,,52.62,,1.15,,,16.29,136.73,0.32,0.56,,0.38,6.33,26.89,13.18,17.8,,9.59,,,13.84,,,10,4632090814.999999,Specialty Stores,Retail Trade
ABM,20.16,71.86,2,8.4,5.9,40.8,24.6,,11.1,86.91,2.02,24.12,77.61,3.09,0.05,0.04,54.42,1.44,,,58.62,2.69,0.76,,0.28,1.65,11.58,9.06,13.53,11.64,9.4,0.56,0.57,8.64,0.37,4.23,10.17,1.66,14.88,26.31,,2.09,50.65,,4.81,,3.04,,4.88,1.85,14.25,17.33,1.08,0.42,,0.94,0.89,,10.2,,1.1,,,8.76,9.41,0.87,0.94,,1.44,5.04,65.99,10.75,13.69,,7.32,,2.52,27.77,,,10,2657328642.9999995,Miscellaneous Commercial Services,Commercial Services
