Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,27.69,67.64,1.5,7.9,7.7,13.5,33.2,24.7,58.71,10.5,78.34,0.95,,72.32,6.35,,0.74,0.61,148.06,1.78,125.99,57.06,66.46,1.56,0.5,,0.18,0.63,26.64,23.09,30.57,25.99,22.72,6.34,6.67,3.75,0.54,21.81,3.33,0.63,26.17,15.55,4.89,,133.67,54.39,17.3,,,21.75,,22.9,7.21,30.72,28.42,2.37,6.68,,0.83,1.75,,30.55,5.9,1.32,,,24.25,30.54,2.2,2.28,27.52,1.37,13.03,74.15,18.1,23.78,,16.15,,3.05,47.76,,,10,33913792728.0,Medical Specialties,Health Technology
AA,30.92,68.94,1.4,10.2,,,,,75.95,5.9,81.58,1.02,3.28,74.97,1.33,,0.44,0.55,39.27,1.55,79.98,58.53,26.31,10.94,0.65,,,1.02,,48.51,,8.94,5.78,1.04,1.06,,0.27,,,1.02,14.68,,,2.33,39.61,8.14,,,,,,,1.81,,,,0.66,,,,,,,,,,21.27,,,1.73,1.9,0.92,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,,63.3,,10.4,,,,,597.78,27,67.25,,,65.81,0.66,,0.34,0.21,11.56,0.6,20.92,21.96,14.01,19.76,,,,,19.42,19.42,,10.39,6.2,0.69,0.73,5.15,,,,,6.21,,,4.01,16.5,20.23,1.4,,,,,5.34,,,11.96,,0.15,,,,,,,0.35,,,3.76,,,,,0.5,,5.17,4.89,,,12.18,,40.33,8.63,,,8,8696254174.0,Airlines,Transportation
AAON,63.86,77.19,,26.3,8.1,29.5,31.8,,20.3,29.5,86.75,0.46,7.52,82.6,22.52,,,,107.09,2.99,98.09,12.85,43.47,0.35,0.14,,0.14,0.3,36.07,29.57,85.53,,,,7.35,2.77,0.73,8.59,1.18,0.3,38.8,20.46,16.31,10.76,78.77,36.27,88.05,,,15.61,,20.32,11.7,48.24,48.24,1.92,7.51,,2.4,7,,87.39,5.65,1.48,,56.66,39.54,61.67,1.93,7.87,14.87,1.7,19.5,39.13,29.71,25.86,,21.83,,0.51,98.25,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,38.31,3.6,,26,,,,,8.9,57.07,52.16,,44.98,1.72,,0.09,0.12,41.38,1.23,263.29,213.8,27.04,11.12,1.52,,100,2.44,129.1,16.51,16.71,22.03,10.57,0.52,0.52,0.77,0.21,3.13,14.27,2.44,14.97,6.68,82.89,,147.48,39.48,0.41,,,,,0.3,0.95,4138,4138,,0.21,,,,,7.01,20.9,0.19,,,4.56,14.95,,0.36,2.38,0.3,,0.91,0.64,,,0.32,,,5.52,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,33.8,57.56,2.9,1.3,5.7,20.9,23.2,14.6,102.85,15.7,64.57,0.59,31.57,60.12,10.18,,0.47,0.61,227.79,0.95,11.42,91.36,22.13,0.75,1.52,,0.15,0.43,28.25,25.91,33.56,26.15,23.99,8.22,9.08,3.54,0.2,27.06,3.01,0.44,30.44,19.84,11.24,6.08,184.74,45.96,120.35,,,26.44,,31.27,51.99,34.66,34.66,2.05,9.19,,1.31,1.47,,33.88,8.95,2.12,,,31.23,36.43,2,2.57,52.01,0.91,29.81,269.91,59,151.08,,35.41,,3.23,50.16,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,41.65,51.37,,,9.7,8.1,22.2,18.4,28.45,8.5,38.57,6.22,24.31,47.06,0.73,,0.99,0.07,26.57,1.84,,145.05,6.23,6.69,1.44,,1.49,5.06,23.75,12.53,23.02,,,,7.21,4.21,0.4,31.33,8.62,5.08,37.42,8.18,,2.74,26.96,62.62,1.87,,,15.39,,27.37,1.36,29.85,29.85,12.98,4.55,,2.39,1.17,11.61,14.56,1.35,0.59,,,9.92,19.94,,1.19,1.38,1.84,2.29,628.91,4.67,5.7,,4.27,,3.81,32.8,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,27.94,54.57,,,7.8,9.6,49.1,7.4,26.06,3.8,61.8,5.21,8.63,54.75,2.01,,0.31,0.19,194.79,0.81,73.4,65.71,76.62,3.91,10.42,,0.57,3.19,41.42,21.92,22.3,14.28,13.91,6.74,7.21,2.41,0.05,32.33,5.17,3.24,16.11,20.2,7.21,4.99,146.52,62.76,5.48,,,9.71,,24.95,50.73,64.93,18.2,1.17,6.14,,0.74,0.58,,19.05,,1.43,,,18.17,32.08,1.26,1.74,,0.71,3.83,192.43,9.41,53.28,,9.12,,2.89,42.25,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,49.34,,8.7,,,,,,,55.74,,,51.53,1.9,,9.52,9.3,2.61,10.96,,,406.96,,0.07,,,,,,,,,8.29,4.68,,0.79,,,,,,,32.02,1.06,,,,,,,,0.69,,,,22.31,,,,,,,,2.09,1.63,,,,,0.79,10.96,,,,,,,,0.72,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,60.6,,2.2,20.8,5.4,3.2,9.8,60.73,11,72.66,9.98,,63.76,3.7,,0.44,4.44,2.4,1.11,97.74,188.94,24.71,0.13,0.04,,0.79,6.28,9.16,6.85,9.34,8.71,6.68,2.12,2.2,10.92,0.66,25.65,10.86,6.28,13.11,14.6,4.92,6.6,2.63,50.83,7.5,,,17.86,,24.06,2.16,13.19,12.63,2.58,2.56,,,,,10.15,1.74,0.47,,,7.96,11.33,1.83,0.76,4.9,0.79,10.57,68.13,19.18,16.5,,16.25,,6.08,12.63,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
