Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
ACAD,,48.95,,,,38.8,40.9,46.1,223.57,16.4,53.44,,,50.66,2.05,,1.48,8.69,16.26,2.16,197.37,87.05,38.64,1.68,0.11,,,,97.92,65.18,27.74,13.58,10.85,2.18,2.51,1.02,0.57,9.04,2.99,,19.57,,,16.93,32.81,91.73,,,,3.43,,2.56,5.21,90.33,90.33,4.05,3.04,,,,,33.52,5.15,,26.23,8.13,33.52,137.8,,,6.58,1.95,4.03,40.04,4.61,7.04,,7.75,,,,,,,4047377469.0,Pharmaceuticals: Major,Health Technology
ACHC,6.25,61.1,,12.2,,,16.9,,,10.9,70.15,,,62.47,2.35,,0.14,0.04,77.77,1.18,18.83,519.12,44.07,8.34,0.67,,,,97.05,39.15,,14,11.13,2.61,3.03,1.03,0.52,,,,19.6,,15.92,10.11,86.55,96.46,5.51,,,,,17.58,2.41,,21.78,,2.41,,,,,,3.34,1.05,,,68.94,,,2.29,11.54,1.17,,3.96,2,,,,,,243.03,,,7,6460318360.000001,Medical/Nursing Services,Health Services
ACHR,,34.18,,100.9,,,,,,,22.64,,,29.76,,,4.31,,,4.49,,,,,,,,,,,,,,15.61,,,,,,,,,11.38,,,,,,,,,,3.13,,,,,,,,,,,,4.97,4.67,,,,,3.16,4.49,,,,,,,,,,,,,1649497955.0,Aerospace & Defense,Electronic Technology
ACI,,41.98,,18.8,33.9,6,,,132.17,4.2,47.55,2.6,0.29,42.39,3.59,,0.04,0.02,18.54,0.88,31.49,25.97,3.45,3.24,4.86,,0.18,2.6,13.05,5.67,29.98,11.78,6.02,0.31,0.31,7.66,0.11,1.05,7.73,2.6,7.87,20.06,,1.68,21.83,27.84,3.99,,,1.41,,2.43,3.69,9.66,7.08,0.52,0.14,,,,,13.02,,,,,3.89,11.64,0.79,0.72,,0.21,4.28,12.32,10.22,45.12,,6.91,,4.74,28.52,,,7,13551493187.000002,Food Retail,Retail Trade
ACIW,101.78,60.26,2.6,5.9,,7,21.8,,142.28,6.8,67.03,,49.23,60.16,2.91,,0.15,0.15,48.98,1.32,,22.1,60.56,2.39,0.84,,,,19.33,13.79,24.31,,13.55,3.52,3.93,5.17,0.37,16.16,4.82,,25.07,13.48,24.56,6.73,32.76,50.71,3.86,,,12.01,,19.46,4.15,28.81,26.19,2.18,3.46,,1.22,1.7,,21.37,,1.35,,,18.25,23.55,2.5,1.53,,1.32,5.59,174.23,13.31,14.81,,7.6,,2.99,53.24,,,10,2556336665.0,Packaged Software,Technology Services
ACLS,,39.5,0.9,22.7,,62.7,72,31,57.41,34.8,40.19,,7.3,39.22,8.27,,2.25,12.33,99.77,4.42,179.55,30.91,63.45,0.15,0.05,,,,9.62,9.16,17.8,,10.22,2.44,2.45,10.4,0.73,13.75,4.7,,13.47,23.54,,4.24,119.82,44.63,48.8,,,21.54,,23.4,3.48,13.74,13.74,0.28,2.98,,,,,21.49,1.46,1.37,16.71,4.49,19.15,22.88,0.55,1.45,3.48,3.26,19.31,74.1,28.93,28.19,,33.01,,1.82,33.59,,,9,5489377800.999999,Industrial Machinery,Producer Manufacturing
ACLX,97.46,71.5,,,,2.6,0.1,,,,85.03,,,76.35,9.94,,5.85,6.96,77.99,6.01,,,69.04,,0.15,,,,,,,,,38.59,25.54,,0.66,,,,,,,6.1,0.0,,,,,,,,8.59,,,,27.28,,,,,,,,15.5,14.77,,,,,8.59,6.01,,,,,,,,,,,,,1598748014.0,Biotechnology,Health Technology
ACM,14.93,58.8,4.6,,,0.1,22.9,46.8,,7.7,70.86,0.85,5.33,60.86,2.3,,0.26,0.55,97.54,1.13,,55.01,59.44,3.29,1.31,,0.21,0.85,19.71,15.88,20.91,13.4,11.9,1.87,0.92,5.07,0.19,4.4,5.32,0.89,19.61,8.33,13.58,7.45,98.13,6.58,4.87,,,1.61,,5.59,5.76,52.44,24.29,8.68,0.85,,,,,19.27,,1.83,,,16.49,25.21,,1.82,,1.13,2.22,88.12,13.4,11.18,,10.64,,3.65,152.41,,,7,11643339642.999998,Engineering & Construction,Industrial Services
ACVA,19.04,63.56,,,,,,,,30.6,77.96,,5.03,68.8,3.5,,0.66,2.48,20.35,1.49,,469.19,121.47,,0.24,,,,,,,,,4.13,5.81,,0.45,,,,532.2,,,29.29,17.56,50.64,,,,,,,7.37,,,,6.1,,,,,,,,,55,581.45,,,,29.07,1.49,,,,,,,,,,,,,2506975976.0,Internet Retail,Retail Trade
ADBE,4.65,35.54,1.7,9.4,,17.7,14.1,11.4,,16.8,19.17,,12.39,28.59,12.32,,0.78,1.24,515.03,1.11,,49.25,33.27,0.78,0.42,,,,33.33,29.63,35.08,20.84,19.48,9.64,10.97,3,0.49,31.27,2.87,,25.06,19.21,13.41,10.87,576.79,88.66,51.2,,,25.59,,35.93,15.7,43.5,28.8,1.35,11.14,,0.84,1.03,,35.61,18.3,0.87,,,34.64,49.51,1.74,2.29,261.44,1.11,18.17,291.22,33.73,34.74,,23.21,,3.02,64.7,,,10,241068062221.0,Packaged Software,Technology Services
ADC,20.03,77.67,,5.9,6.7,5.7,1.7,14.6,3.33,5.9,81.41,5.43,26.05,79.57,1.75,,0.07,,75.97,0.9,,535.71,52.31,5.24,0.52,,1.65,3.96,36.99,20.71,25.87,30.45,18.64,16.28,18.1,2.7,0.65,69.98,5.34,3.99,41.45,11.4,3.51,9.9,74.07,87.98,3.02,,,32.09,,48.78,1.53,42.21,42.28,6.82,12.98,,3.39,1.34,18.3,18.53,1.86,1.04,,,18.53,,6.44,1.11,1.84,0.9,2.43,,3.76,3.63,,3.67,,,34.07,,,10,5725111028.0,Real Estate Investment Trusts,Finance
ADEA,18.69,57.45,,,,,,,13.28,,70.58,0.29,5.92,60.58,1.9,,1.29,0.17,12.26,3,,,33.87,2.68,1.52,,0.19,1.62,15.8,8.7,12.9,,,4.55,4.92,6.33,0.34,38.16,10.26,1.62,8.46,16.98,,,9.1,,2.01,,,12.87,,32.86,3.72,30.65,11.93,3.85,3.87,,,,,10.08,,1.82,,,9.15,13.11,,0.62,,3,4.2,606.5,11.04,13.34,,10.28,,13.28,32.26,,,5,1062196184.9999998,Packaged Software,Technology Services
ADI,25.29,50.44,,30.2,11.6,25.1,26.1,12.4,8.32,17.3,52.25,2.85,14.34,50.98,5.65,,0.79,0.31,225.35,1.69,139.48,41.5,48.27,1.9,0.23,,0.81,1.61,54.3,27.3,39.49,28.37,22.15,10.99,12,1.84,0.72,30.39,2.63,1.64,29.81,17.6,12.14,,153.3,57.85,7.22,,,17.07,,23.16,3.18,67.67,51.18,4.2,11.61,,2.58,1.73,,38.16,,1.69,,,28.18,35.62,3.45,1.84,,1.24,3.39,48.07,4.69,4.66,,4.47,,1.77,52.9,,,10,90112565563.0,Semiconductors,Electronic Technology
ADM,,52.47,2.6,9.4,7.7,25.1,24.8,,89.18,15,63.7,4.22,,56.07,3.27,,0.04,0.06,60.46,1.44,50.79,24.24,21.73,2.36,0.54,,0.35,3.21,10.21,7.96,12.66,13.37,9.65,0.46,0.45,9.79,0.42,3.56,10.93,3.29,11.18,22.25,,,78.7,7.44,4.48,,,2.93,,3.39,1.31,12.09,11.06,0.6,0.35,,,,,10.14,0.97,0.87,,,6.72,8.75,0.5,1.76,1.9,0.88,4.77,18.59,10.96,10.87,,5.18,,16.32,12.89,,,10,42539663009.00001,Agricultural Commodities/Milling,Process Industries
ADNT,,36.67,0.1,22.6,,89.8,,,,6.1,36.72,,,35.78,1.8,,0.24,0.35,21.66,1.08,21.59,65.9,45.85,3.8,1.32,,,,10.33,5.14,11.25,8.47,4.63,0.23,0.23,9.68,0.21,2.05,16.15,,7.77,,18.31,,39.54,6.28,2.09,,,0.5,,2.67,0.98,29.27,8.11,,0.13,,,,,6.27,,,,,3.33,8.2,,0.67,,0.87,0.79,24,5.88,3.46,,7.03,,14.45,,,,5,3590797312.0,Auto Parts: OEM,Producer Manufacturing
ADP,7.66,66.59,1.2,,13.8,15.3,15.1,13,20.5,9.9,65.63,3.48,9.09,66.03,2.66,,0.06,0.79,279.41,1.01,,2.97,62.22,0.64,0.82,,0.59,1.99,21.86,19.74,31.83,21.4,19.48,5.65,5.96,4.57,0.08,18.72,3.15,1.99,27.85,14.5,8.81,5.54,266.87,45.44,13.74,,,19.54,,25.85,25.08,30.67,30.44,2.52,5.99,,1.37,1.67,,32.01,13.41,1.25,,,27.64,48.72,2.54,2.71,133.05,1.01,6.8,497.94,59.7,91.62,,7.53,,3.03,43.12,,,10,101064499899.00002,Data Processing Services,Technology Services
ADT,22.62,42.68,,3.7,,,,,,,47.26,2.79,19.49,42.38,0.48,,0.03,0.01,7.17,0.75,99.17,116.01,32.51,3.42,2.03,,0.37,2.79,15.14,6.24,13.89,,5.05,2.78,2.9,6.61,0.24,20.86,15.55,3.08,8.59,12.21,26.67,2.63,6.64,81.58,2.1,,,13.82,,22.19,1.72,9.69,14.54,,1.36,,,,,6.52,,,,,3.7,5.26,,0.58,,0.59,4.07,28.19,6.32,18.83,,4.34,,27.79,,,,3,5285531149.0,Miscellaneous Commercial Services,Commercial Services
ADUS,57.08,59.35,,9.9,,22.2,30.1,,18.33,10.6,70.53,,35.75,61.49,9.13,,1.17,3.5,132.47,2,,10.69,36.33,0.43,0.05,,,,22.08,19.4,22.49,14.69,14.41,1.68,2.03,4.53,0.83,8.9,4.14,,22.64,23.67,12.96,13.99,109.46,32.34,9,,,6.18,,9.03,2.6,31.39,26.34,1.41,1.92,,0.99,0.63,,21.64,4.07,1.28,,23.95,19.63,23.61,1.29,1.27,14.15,2,6.73,148.57,11.63,9.3,,9.04,,1,55.66,,,10,1355869330.0,Medical/Nursing Services,Health Services
AEE,1.65,69.17,,6.5,8,7.3,6.3,10.2,5.28,6.9,73.67,4.25,14.7,70.25,0.88,,0.01,,85.02,0.67,74.06,86.49,26.35,5.01,1.54,,0.61,3.07,20.38,11.43,,18.56,10.65,4.86,5.64,4.91,0.27,,,3.12,17.32,1.01,7.54,3.26,80.9,50.31,3.09,,,16.28,,26.85,1.97,19.24,20.05,3.65,3.17,,1.34,,,,1.35,1.21,,,9,,2.94,,2.04,0.45,2.88,5.92,5.36,10.43,,4.04,,,21.63,,,10,21222279644.0,Electric Utilities,Utilities
AEHR,,39.21,,99.7,,,,,52.85,46.7,26.61,,3.23,34.45,15,,4.68,7.93,12.47,9.31,357.33,69.43,54.67,0.54,0.06,,,,32.31,28.46,323.39,,,,4.92,3.1,0.87,1.52,0.27,,40.89,,,24.21,24.49,49.15,,,,50.07,,15.22,3.24,11.13,10.39,,5.57,,,,,402.28,1.22,2.23,11.04,4.44,215.02,18.64,,3.96,3.24,5.75,31.03,24.62,10.7,37.59,,56.45,,,,,,4,1353850723.0,Electronic Production Equipment,Electronic Technology
AEIS,3.46,44.99,0.9,13,,,,,,6.1,57.9,0.4,13,47.01,3.54,,3.21,0.97,98.97,5.47,137.27,54.32,63.98,5.91,0.88,,0.1,0.4,35.67,21.74,33.64,,12.08,2.29,2.49,2.8,0.46,7.41,3,0.4,18.2,22.26,15.38,,85.89,35.21,3.81,,,6,,5.38,3.2,41.24,25.06,1.87,2.47,,1.17,2,,33.31,2.41,0.87,,12.39,21.86,40.38,1.29,1.5,5.21,4.22,3.75,15.66,5.02,7.97,,7.79,,,34.25,,,9,3937546139.0,Electronic Production Equipment,Electronic Technology
AEM,63,61.52,,20.5,20.8,11.4,7.9,4,4.55,3.1,69.51,8.34,43.01,63.53,3.14,,0.52,0.47,82.29,1.51,106.42,52.57,0.4,0.72,0.1,,0.59,1.96,33.99,15.21,32.18,13.04,8.54,4.91,5.81,2.94,0.68,18.06,3.2,1.96,20.1,19.3,17.86,7.81,57.13,36.6,20.97,,,8.56,,29.57,2.04,66.9,30.14,1.18,5.66,,,,,31.18,1.86,1.3,,,13.82,40.94,1.74,1.98,2.58,0.76,2.16,5.78,4.54,3.17,,4.24,,1.77,55.23,,,9,24264092594.047283,Precious Metals,Non-Energy Minerals
AEO,40.3,41.86,,10.5,45.5,,,66.4,90.5,5.8,42.18,2.11,,40.48,4.12,,0.24,0.15,19.39,1.57,75.18,28.64,16.47,1.99,0.78,,0.29,2.42,11.17,7.3,16.51,10.39,7.07,0.9,0.89,8.95,0.48,5.42,7.88,2.58,10.81,0.9,11.25,3.4,18.05,39.18,,,,4.58,,8.01,2.2,15.51,11.68,,0.72,,,,,12.93,1.16,0.87,,,8.04,23.85,,1.25,2.61,0.74,7.04,18.72,16.01,14.43,,11.24,,12.18,17.31,,,9,3043221255.9999995,Apparel/Footwear Retail,Retail Trade
AEP,21.11,73.67,,5.1,5.9,3.4,0.9,1.3,4.72,6.7,82.25,4.47,18.06,77.39,0.94,,0.04,0.01,104.21,0.65,83.79,105.01,18.99,5.86,1.7,,0.69,3.37,23.26,13.18,,17.99,11.37,4.51,5.11,4.3,0.26,,,3.37,17.41,1.61,13.47,4.75,93.7,60.67,2.21,,,13.49,,20.7,2.12,20.88,20.78,3.78,2.82,,,,,,1.4,1.23,,,9.05,,4.01,13.55,2.13,0.48,2.71,5.54,5.01,10.42,,4.34,,,22.46,,,10,41234689544.0,Electric Utilities,Utilities
AES,0.12,68.17,,,5,,6.9,,,7.2,85.63,4.53,14.99,75.49,0.53,,0.19,0.06,19.24,0.97,26.58,87.18,46.9,10.74,9.24,,0.31,3.55,27.56,15.14,,11.26,7.59,2.38,3.24,3.63,0.07,,,3.55,9.27,,7.02,3.65,22.94,20.79,1.61,,,6.07,,18.51,4.42,18.32,8.71,,1.11,,,,,,2.48,1.16,,,5.44,,,,15.77,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AESC,,35.71,,,5,,6.9,,,7.2,31.65,,,33.54,0.53,,0.19,0.06,62.61,0.97,26.58,87.18,46.9,10.74,9.24,,,,27.56,15.14,,,,,3.24,3.63,0.07,,,,6.72,,7.02,3.65,0.0,20.79,1.61,,,6.07,,18.51,4.37,18.1,8.6,,1.09,,,,,,,,,,5.36,,,,,0.91,1.68,4.94,4.08,27.42,,,,,,,,6,11544405347.0,Electric Utilities,Utilities
AFRM,16.74,71.34,,,,85.6,17.5,,1.59,11.1,78.58,,,73.97,1.96,,17.16,0.32,44.0,65.7,,16.58,43.65,,2.42,,,,,,62.5,30.5,31.72,6.14,7.82,,0.29,12.52,2.12,,,,,23.27,37.08,63.62,,,,,,,5.01,,,,5.84,,,,,46.88,,,,9.63,30.26,,,,6.26,65.7,,,,,,,,,,,,,7293861260.0,Finance/Rental/Leasing,Finance
AFYA,16.45,44.07,1.2,12.1,,32.7,10.6,54.7,11.9,37.5,55.84,,,45.57,2.47,,0.74,0.27,16.65,1.47,0.97,136.81,63.94,2.04,0.68,,,,10.04,7.5,10.43,8.01,6.28,2.68,3.04,9.96,0.51,29.13,11.78,,8.96,26.45,38.79,8.74,19.99,62.12,2.57,,,17.97,,28.66,2.03,13.88,15.4,0.37,2.49,,,,,8.75,,,,,6.65,12.41,0.62,0.81,,1.47,7.04,66.61,13.76,14.96,,12.04,,,,,,7,1469574000.0000002,Other Consumer Services,Consumer Services
AG,,63.38,,9.1,,,,,,8,81.94,0.29,,70.6,1.64,,1.88,0.82,6.09,3.05,49.42,37.39,6.56,4.11,0.19,,,0.29,,30.23,,,,3.86,3.7,,0.69,,,0.3,20.64,18.7,,5.53,5.8,8.95,,,,,,,1.31,,,,3.42,,,,,,,0.88,,,25.43,,,5.03,1.31,2.44,,,,,,,,,,,,2,1664184423.375635,Precious Metals,Non-Energy Minerals
AGCO,,52.97,0.2,16.3,20.1,25.7,36.4,,36.02,16.7,70.98,2.3,,59.24,2.38,,0.15,0.16,92.71,1.52,134.68,45.83,43.28,4.56,1,,0.09,1.23,18.11,11.5,11.86,11.36,7.68,0.86,0.76,5.52,0.3,6.4,12.42,1.23,12.45,27.02,,,127.55,26.24,14.69,,,3.13,,10.32,1.71,16.56,7.36,0.29,0.51,,,,,8.08,1.54,0.82,,,5.18,12.46,0.3,0.8,7.23,0.72,3.43,14.41,7.05,9.57,,13.47,,,14.35,,,10,9201222919.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
AGI,54.43,71.16,,2,17.3,10.3,15.9,23.9,17.21,12.4,86.07,2.36,41.13,76.26,5.08,,1.73,956.31,20.44,3.04,140.5,93.05,12.32,,,,0.18,0.49,24.17,15.28,45.32,,,5.48,7.42,4.14,0.74,16.32,2.13,0.49,20.9,16.88,19.19,13.01,14.74,40.19,749.09,,,17.74,,33.47,2.65,40.88,37.16,2.14,7.29,,,,,44.52,2.09,1.87,,,15.17,30.64,2.3,2.73,2.65,1.97,5.01,10.11,9.2,6.81,,6.38,,0.36,,,,5,4919131767.945206,Precious Metals,Non-Energy Minerals
AGIO,72.59,51.54,6.9,36,,,,,39.42,,54.13,,50.4,52.42,11.72,,9.1,8.82,45.69,10.09,2163.74,1220.68,31.37,,0.1,,,,,,,,,18.81,66.38,,0.85,,,,,,,96.88,0.0,89.33,,,,,,,3.94,,,,80.16,,,,,,,,5.68,5,,,,,3.94,9.71,,,,,,,,0.52,,,,1,1454238439.0,Pharmaceuticals: Major,Health Technology
AGL,,27.96,,,,,,,,49.4,31.67,,,28.13,1.98,,0.29,8.69,3.64,1.36,,93.8,95.75,,0.07,,,,,,,,,0.14,0.19,,0.31,,,,,,63.65,27.15,51.39,0.83,,,,,,,2.21,,,,0.29,,,,,,,,,3.75,,,,,2.6,1.36,,,,,,,,,,,,,7602789688.0,Medical/Nursing Services,Health Services
