Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
A,1.25,62.27,1.5,7.9,7.7,13.5,33.2,24.7,10.5,52.37,0.94,20.06,60.66,6.87,1.08,0.68,147.39,2.68,117.28,52.11,73.54,1.51,0.41,,0.18,0.62,30.63,25.81,26.45,26.31,23.07,6.36,6.48,3.26,0.57,24.48,3.82,0.65,26.9,16.42,9.5,3.58,142.54,50.56,14.22,,18.35,,19.42,6.98,35.09,28.79,2.4,6.44,,0.92,1.65,,26.39,5.57,1.31,,,22.21,32.4,2.07,2.23,24.28,2.04,11.42,62.86,15.64,21.32,,14.14,,2.23,50.13,,,10,33913792728.0,Medical Specialties,Health Technology
AA,,61.71,1.4,10.2,,,,,5.9,72.59,1.38,,66.8,1.03,0.31,0.49,29.67,1.45,86.07,58.94,24.77,12.36,0.45,,,1.38,,42.21,,16.29,6.05,0.61,0.62,,0.3,,,1.38,71.12,,,,40.33,7,,,,,,1.25,,,,0.52,,,,,,,,,,61.41,,,1.03,1.3,0.74,,,,,,,,,,,,3,5148271475.0,Aluminum,Non-Energy Minerals
AAL,4.72,40.92,,10.4,,,,,27,33.87,,10.99,35.67,0.76,0.34,0.19,13.93,0.62,20.89,20.46,14.17,12.45,,,,,12.96,12.96,35.07,10.89,6.76,0.76,0.8,7.72,,2.29,13.23,,5.24,,17.44,4.15,19.68,22.37,1.87,,1.56,,7.6,,12.66,6.11,,0.18,,,,,6.97,,0.4,,,2.38,,,,,0.51,1.25,8.53,7.75,,,4.5,,31.7,9.35,,,8,8696254174.0,Airlines,Transportation
AAON,41.55,58.27,,26.3,8.1,29.5,31.8,,29.5,68.05,0.59,36.47,59.06,23,,0.01,85.18,3.23,98.85,15.62,46.26,0.18,0.07,,0.15,0.39,29.89,24.8,137.96,,,,5.83,3.35,0.78,4.23,0.71,0.39,,20.49,,,80.51,34.15,46.97,,15.2,,19.47,9.44,39.92,39.92,1.59,6.12,,2.2,12.49,,144.11,4.59,1.23,,34.21,44.69,81.31,1.85,6.98,11.86,1.54,19.75,39.21,30.05,27.34,,22.64,,0.51,85.18,,,10,4968385340.0,Industrial Machinery,Producer Manufacturing
AAP,,81.53,3.6,,26,,,,8.9,92.79,57.51,8.1,87.2,1.88,0.09,0.13,83.83,1.2,267.62,213.38,25.65,9.72,1.59,,2.7,2.69,80.7,20.66,189.31,22.23,12.31,0.75,0.75,1.24,0.21,0.4,0.9,1.18,22.25,8.03,14,1.34,196.19,40.1,1.14,,0.17,,0.89,1.98,113.28,113.28,,0.44,,,,,113,5.18,0.38,,,17.43,,,0.69,5.34,0.29,0.15,2.06,1.5,0.72,,1.49,,,10.92,,,10,3557510972.0,Specialty Stores,Retail Trade
AAPL,17.62,40.16,2.9,1.3,5.7,20.9,23.2,14.6,15.7,54.6,0.76,1.81,43.7,8.05,0.55,0.68,176.08,1.07,11.88,92.38,21.56,0.81,1.46,,0.15,0.55,22.38,20.45,25.43,22.55,20.64,6.99,7.05,4.47,0.21,27.71,3.93,0.55,27.04,21.41,12.46,2.63,178.43,45.03,40.5,,26.16,,30.76,36.76,27.43,27.43,1.62,7.1,,1.13,1.23,,25.88,6.69,1.8,,,23.77,27.47,1.5,2.05,36.76,1.02,29.33,279.4,57.36,159.97,,34.58,,3.78,41.53,,,10,2736146930271.0005,Telecommunications Equipment,Electronic Technology
AAT,25.17,43.42,,,9.7,8.1,22.2,18.4,8.5,44.93,7.71,5.99,43.57,0.62,0.84,0.05,21.13,1.94,,145.67,6.48,6.84,1.43,,1.57,6.28,22.27,11.64,27.56,,,,6.61,4.49,0.4,23.98,8.22,6.33,,6.42,,,33.1,62.84,1.88,,14.66,,27.6,1.07,25.15,25.15,10.93,3.66,,2.18,1.32,9.48,15.27,1.11,0.47,,,8.54,17.3,,0.98,1.09,1.94,2.15,576.18,4.53,5.34,,4.22,,3.3,27.44,,,10,1249105589.0,Real Estate Investment Trusts,Finance
ABBV,15.09,55.14,,,7.8,9.6,49.1,7.4,3.8,43.82,5.42,15.64,50.38,2.08,0.34,0.22,179.66,0.87,69.9,59.2,76.32,3.46,5.73,,0.67,3.32,42.7,21.07,16.4,14.25,13.8,6.64,6.66,2.34,0.08,40.62,6.95,3.43,16.03,26.32,32.5,1.15,137.79,62.42,6.09,,8.95,,24.92,30.61,65.81,20.27,1.31,5.85,,0.91,0.47,,14.36,,1.34,,,13.88,24.65,0.98,1.51,,0.76,3.58,171.32,8.18,36.93,,9.52,,6.81,39.75,,,10,268498884868.0,Pharmaceuticals: Major,Health Technology
ABCL,,37.61,,8.7,,,,,,24.55,,5.12,32.72,2.91,6.39,9.83,4.6,7.33,,,330.79,,0.07,,,,,,,,,8.29,17.37,,0.77,,,,,,,,1.43,,,,,,,1.16,,,,34.68,,,,,,,,3.15,2.5,,,,,1.36,7.32,,,,,,,,,,,,4,1545160366.0,Biotechnology,Health Technology
ABEV,,41.96,,2.2,20.8,5.4,3.2,9.8,11,37,9.71,,40.82,3.28,0.4,4.67,2.47,0.89,106.25,196.84,24.3,0.14,0.04,,0.77,6.11,10.2,7.5,9.95,8.72,6.58,2.16,2.28,9.8,0.6,23.91,9.85,6.11,13.3,14.22,,5.85,3.25,50.72,6.73,,18.19,,23.76,2.47,13.35,12.67,2.59,2.51,,,,,10.52,1.9,0.43,,,8,11.96,2.02,0.74,6.33,0.67,10.71,61.69,18.14,17.21,,17.86,,5.68,12.35,,,10,43328543728.065,Beverages: Alcoholic,Consumer Non-Durables
