,GF Value,Ticker,Price,Market Capitalization,Sector,Industry,GFValuediff
587,85.42,SFBS,67.2,3658043460.269865,Finance,Regional Banks,27.113095238095237
588,0.0,SFB,20.71,6926547328.0,Finance,Investment Managers,-100.0
589,0.0,SF/PD,17.55,6926547328.0,Finance,Investment Managers,-100.0
590,0.0,SF/PC,24.65,6926547328.0,Finance,Investment Managers,-100.0
591,0.0,SF/PB,23.98,6926547328.0,Finance,Investment Managers,-100.0
592,64.97,SF,68.36,6972445521.161538,Finance,Investment Managers,-4.959040374488006
593,16.16,SEMR,13.48,1930752805.82823,Technology Services,Packaged Software,19.881305637982194
594,30.71,SEM,24.29,3114306680.135,Health Services,Hospital/Nursing Management,26.430629888843157
595,62.91,SEIC,64.8,8526882499.369856,Finance,Investment Managers,-2.916666666666668
596,55.32,SEE,36.695,5300064368.017726,Process Industries,Containers/Packaging,50.75623381932143
597,420.92,SEDG,97.265,5525744361.694067,Producer Manufacturing,Electrical Products,332.7558731301085
598,4312.26,SEB,3591.22,3487272033.3536444,Process Industries,Agricultural Commodities/Milling,20.077856550141746
599,0.0,SEAT,6.315,1337928437.7132702,Consumer Services,Movies/Entertainment,-100.0
600,82.33,SEAS,50.98,3259866795.889633,Consumer Services,Movies/Entertainment,61.49470380541389
601,97.45,SE,37.99,21443893920.0,Retail Trade,Department Stores,156.51487233482496
602,0.0,SDRL,45.26,3614757828.7104974,Industrial Services,Contract Drilling,-100.0
603,43.0,SDGR,35.35,2546358183.460765,Technology Services,Packaged Software,21.640735502121636
604,12.82,SCS,14.04,1603672945.6158752,Producer Manufacturing,Office Equipment/Supplies,-8.689458689458682
605,102.24,SCL,94.95,2123782737.4943893,Process Industries,Chemicals: Specialty,7.677725118483404
606,71.24,SCI,68.435,10234809086.429256,Consumer Services,Other Consumer Services,4.098779864104614
607,0.0,SCHW/PJ,20.05,124315553707.0,Finance,Investment Banks/Brokers,-100.0
608,0.0,SCHW/PD,25.2,124315553707.0,Finance,Investment Banks/Brokers,-100.0
609,77.76,SCHW,68.435,124780506276.59937,Finance,Investment Banks/Brokers,13.626068532183828
610,44.56,SCHL,38.24,1142543940.5417209,Consumer Services,Publishing: Books/Magazines,16.527196652719663
611,68.87,SCCO,86.795,67102121891.81208,Non-Energy Minerals,Other Metals/Minerals,-20.65211129673368
612,118.14,SBUX,94.88,107850093439.1457,Consumer Services,Restaurants,24.51517706576729
613,11.3,SBSW,5.73,3898845774.3328,Non-Energy Minerals,Precious Metals,97.20767888307155
614,9.56,SBS,15.2,10372027119.8488,Utilities,Water Utilities,-37.10526315789473
615,14.35,SBRA,14.465,3324936623.0,Finance,Real Estate Investment Trusts,-0.7950224680262717
616,18.84,SBLK,21.5,2018028477.0596592,Transportation,Marine Shipping,-12.372093023255815
617,15.14,SBH,13.26,1415794981.7977526,Distribution Services,Medical Distributors,14.177978883861243
618,38.69,SBCF,28.29,2408890115.8413763,Finance,Regional Banks,36.76210675150229
619,0.0,SBBA,24.99,3518343966.0,Transportation,Marine Shipping,-100.0
620,373.6,SBAC,253.0295,27167033153.0,Finance,Real Estate Investment Trusts,47.65076799345531
621,34.86,SAVE,16.569,1808797458.7685108,Transportation,Airlines,110.39290240811155
622,0.0,SAVA,25.0061,1054608756.3408116,Health Technology,Biotechnology,-100.0
623,21.24,SATS,13.9711,1172270913.5345092,Communications,Specialty Telecommunications,52.02811518062285
624,41.67,SASR,26.82,1204088124.6541357,Finance,Regional Banks,55.36912751677853
625,132.13,SAP,152.14,176778570687.4146,Technology Services,Packaged Software,-13.152359668726168
626,61.05,SANM,52.37,2976657858.984396,Health Technology,Medical Specialties,16.574374641970596
627,6.11,SAND,5.1766,1533217834.9154823,Non-Energy Minerals,Precious Metals,18.03114013058766
628,4.01,SAN,4.175,67463445235.93756,Finance,Major Banks,-3.9520958083832345
629,388.25,SAM,345.18,4208107058.050817,Consumer Non-Durables,Beverages: Alcoholic,12.477547945999186
630,105.54,SAIC,123.58,6433889327.664338,Technology Services,Information Technology Services,-14.597831364298424
631,312.71,SAIA,449.7447,11939794493.799131,Transportation,Trucking,-30.46944188558532
632,66.28,SAH,56.28,1907140893.0148616,Retail Trade,Specialty Stores,17.768301350390903
633,298.64,SAGE,22.41,1345336259.830927,Health Technology,Pharmaceuticals: Major,1232.6193663543058
634,86.62,SAFT,75.128,1111286376.5399814,Finance,Property/Casualty Insurance,15.296560536684066
635,27.68,SAFE,22.83,1602546891.0,Finance,Real Estate Investment Trusts,21.243977222952264
636,11.69,SABR,4.4812,1700531417.968987,Technology Services,Packaged Software,160.86762474337226
637,0.0,SA,12.91,1078069489.2106216,Non-Energy Minerals,Precious Metals,-100.0
638,0.0,S,27.748,8287627672.809143,Technology Services,Packaged Software,-100.0
639,0.0,RZC,26.27,10709687519.0,Finance,Multi-Line Insurance,-100.0
640,0.0,RZB,25.4,10709687519.0,Finance,Multi-Line Insurance,-100.0
641,0.0,RYZB,28.44,1701454797.8533096,Health Technology,Biotechnology,-100.0
642,0.0,RYTM,46.61,2754485842.652492,Health Technology,Biotechnology,-100.0
643,28.95,RYN,32.835,4856588230.0,Finance,Real Estate Investment Trusts,-11.83188670625857
644,28.34,RYI,35.7153,1220439520.356726,Non-Energy Minerals,Steel,-20.650253532799667
645,0.0,RYAN,42.285,11007867508.52139,Finance,Insurance Brokers/Services,-100.00000000000001
646,0.0,RYAAY,134.83,24100479394.640728,Transportation,Airlines,-100.0
647,112.22,RY,100.95,141569518217.65198,Finance,Major Banks,11.163942545814756
648,0.0,RXST,39.53,1417609281.3085053,Electronic Technology,Electronic Components,-100.0
649,25.28,RXRX,10.2,2202014705.060975,Health Technology,Biotechnology,147.843137254902
650,0.0,RXO,23.845,2789889741.572,Technology Services,Packaged Software,-100.0
651,110.17,RVTY,107.63,13282326632.469742,Health Technology,Medical Specialties,2.359936820589061
652,0.0,RVT,14.61,1600250000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
653,7.8,RVMD,27.015,4424962762.177959,Health Technology,Pharmaceuticals: Other,-71.12715158245419
654,33.6,RVLV,18.04,1301655070.413679,Retail Trade,Internet Retail,86.25277161862529
655,48.14,RUSHB,49.87,3778769677.000001,Retail Trade,Specialty Stores,-3.46901945057148
656,44.98,RUSHA,47.22,3807799917.7964144,Retail Trade,Specialty Stores,-4.743752647183401
657,34.97,RUN,19.46,4239923084.8880863,Utilities,Alternative Power Generation,79.70195272353544
658,0.0,RUM,4.995,1927689232.36336,Technology Services,Internet Software/Services,-100.0
659,105.16,RTX,82.9074,119212656794.98306,Electronic Technology,Aerospace & Defense,26.840306172910985
660,45.21,RTO,28.02,14010653784.626,Commercial Services,Miscellaneous Commercial Services,61.3490364025696
661,160.36,RSG,161.86,50927062796.58138,Industrial Services,Environmental Services,-0.9267268009390831
662,221.33,RS,280.17,16101714947.615608,Non-Energy Minerals,Steel,-21.001534782453508
663,171.72,RRX,149.06,9890042435.719507,Producer Manufacturing,Industrial Machinery,15.20193210787602
664,39.02,RRR,52.59,5489583646.61653,Consumer Services,Hotels/Resorts/Cruise lines,-25.803384673892374
665,19.26,RRC,30.54,7369450747.823606,Energy Minerals,Oil & Gas Production,-36.93516699410608
666,0.0,RQI,11.8608,1576680000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
667,0.0,RPT/PD,57.68,1132265978.0,Finance,Real Estate Investment Trusts,-100.0
668,10.48,RPT,13.28,1132265978.0,Finance,Real Estate Investment Trusts,-21.084337349397583
669,42.87,RPRX,27.47,16522451958.81008,Health Technology,Pharmaceuticals: Major,56.06115762650163
670,102.68,RPM,112.04,14433918432.650663,Process Industries,Industrial Specialties,-8.35415922884684
671,92.49,RPD,58.8,3613081947.6203394,Technology Services,Information Technology Services,57.29591836734694
672,0.0,ROVR,10.93,1972174669.1853883,Retail Trade,Specialty Stores,-100.0
673,124.63,ROST,136.53,45965050264.5499,Retail Trade,Apparel/Footwear Retail,-8.716033106277012
674,527.55,ROP,542.36,57936044055.60081,Technology Services,Packaged Software,-2.7306586031418356
675,45.01,ROL,42.85,20741022186.292923,Consumer Services,Other Consumer Services,5.040840140023329
676,115.86,ROKU,94.675,13490793695.61386,Consumer Durables,Electronics/Appliances,22.376551359915503
677,344.05,ROK,309.48,35460757307.84001,Electronic Technology,Electronic Equipment/Instruments,11.170350264960575
678,0.0,ROIV,10.73,8626076447.917458,Health Technology,Pharmaceuticals: Major,-100.0
679,17.14,ROIC,13.95,1745124986.0,Finance,Real Estate Investment Trusts,22.867383512544812
680,14411.92,ROG,137.29,2555861883.5457277,Process Industries,Chemicals: Specialty,10397.428800349626
681,64.46,ROCK,80.2,2441002192.696177,Producer Manufacturing,Metal Fabrication,-19.625935162094773
682,41.96,ROAD,44.49,2345048875.6124578,Industrial Services,Engineering & Construction,-5.686671162058892
683,0.0,RNW,7.54,2812703856.270416,Utilities,Alternative Power Generation,-100.0
684,36.01,RNST,33.78,1896461471.2204304,Finance,Regional Banks,6.6015393724097
685,0.0,RNR/PG,17.3,9955005161.0,Finance,Property/Casualty Insurance,-100.0
686,0.0,RNR/PF,23.79,9955005161.0,Finance,Property/Casualty Insurance,-100.0
687,237.94,RNR,195.3,9993895897.724377,Finance,Property/Casualty Insurance,21.833077316948273
688,87.78,RNG,34.4616,3230673891.0233927,Technology Services,Packaged Software,154.71829514590155
689,279.73,RMD,173.33,25495439309.587093,Health Technology,Medical Specialties,61.38579588069001
690,44.49,RMBS,69.8,7504144730.572458,Electronic Technology,Semiconductors,-36.26074498567335
691,1.02,RLX,1.925,2573616407.0,Producer Manufacturing,Industrial Conglomerates,-47.01298701298701
692,0.0,RLJ/PA,24.5,1845197250.0,Finance,Real Estate Investment Trusts,-100.0
693,21.67,RLJ,11.95,1845197250.0,Finance,Real Estate Investment Trusts,81.33891213389124
694,133.59,RLI,131.79,6013020639.647288,Finance,Multi-Line Insurance,1.3658092419758794
695,172.32,RLAY,11.055,1362736009.6742563,Health Technology,Biotechnology,1458.7516960651287
696,130.31,RL,145.165,9477525274.507875,Consumer Non-Durables,Apparel/Footwear,-10.233182929769567
697,0.52,RKT,14.945,29625124063.833557,Finance,Finance/Rental/Leasing,-96.52057544329207
698,0.0,RKLB,5.1763,2515096746.063454,Electronic Technology,Aerospace & Defense,-99.99999999999999
699,0.0,RJF/PB,24.96,23157437511.0,Finance,Investment Managers,-100.0
700,114.91,RJF,111.505,23260697862.03094,Finance,Investment Managers,3.0536747231065884
701,0.0,RIVN,23.64,22644580473.501274,Consumer Durables,Motor Vehicles,-100.0
702,0.0,RITM/PD,22.32,5320186804.0,Finance,Real Estate Investment Trusts,-100.0
703,0.0,RITM/PC,21.4197,5320186804.0,Finance,Real Estate Investment Trusts,-100.0
704,0.0,RITM/PB,23.39,5320186804.0,Finance,Real Estate Investment Trusts,-100.0
705,0.0,RITM/PA,24.0,5320186804.0,Finance,Real Estate Investment Trusts,-100.0
706,21.89,RITM,11.065,5320186804.0,Finance,Real Estate Investment Trusts,97.83099864437416
707,11.27,RIOT,16.76,3461198550.266269,Technology Services,Information Technology Services,-32.7565632458234
708,0.0,RIO,74.21,126095935317.9135,Non-Energy Minerals,Other Metals/Minerals,-100.0
709,3.27,RIG,6.28,5080713764.166667,Industrial Services,Contract Drilling,-47.92993630573248
710,146.19,RHP,110.11,6503449701.0,Finance,Real Estate Investment Trusts,32.76723276723277
711,81.44,RHI,87.44,9259454471.307072,Commercial Services,Personnel Services,-6.86184812442818
712,410.57,RH,305.555,5567032948.550653,Retail Trade,Specialty Stores,34.368607942923525
713,112.4,RGLD,123.9,8139240979.411475,Non-Energy Minerals,Precious Metals,-9.281678773204197
714,174.65,RGEN,183.43,10241265787.813663,Health Technology,Pharmaceuticals: Major,-4.786567082810882
715,151.77,RGA,162.86,10733413595.965168,Finance,Multi-Line Insurance,-6.809529657374434
716,0.0,RF/PE,17.58,17801442411.0,Finance,Major Banks,-100.0
717,0.0,RF/PC,21.5756,17801442411.0,Finance,Major Banks,-99.99999999999999
718,0.0,RF/PB,23.1,17801442411.0,Finance,Major Banks,-100.0
719,24.8,RF,19.3,17950252796.880875,Finance,Major Banks,28.49740932642487
720,23.36,REZI,18.9,2761062886.0031843,Distribution Services,Electronics Distributors,23.597883597883605
721,30.89,REYN,26.76,5619847228.837627,Consumer Non-Durables,Household/Personal Care,15.433482810164419
722,0.0,REXR/PC,21.7,11734899234.0,Finance,Real Estate Investment Trusts,-100.0
723,0.0,REXR/PB,22.8,11734899234.0,Finance,Real Estate Investment Trusts,-100.0
724,73.07,REXR,56.14,11734899234.0,Finance,Real Estate Investment Trusts,30.156750979693612
725,15.28,REVG,18.17,1081220964.1815202,Consumer Durables,Motor Vehicles,-15.905338470005514
726,9.31,RES,7.51,1623875137.24124,Industrial Services,Oilfield Services/Equipment,23.968042609853537
727,0.0,RELY,18.735,3468930073.0487995,Commercial Services,Miscellaneous Commercial Services,-100.0
728,35.08,RELX,39.21,73444118376.7425,Commercial Services,Miscellaneous Commercial Services,-10.533027288956903
729,711.94,REGN,845.62,92127748793.97331,Health Technology,Pharmaceuticals: Major,-15.808519193018133
730,0.0,REGCP,24.25,12357381077.0,Finance,Real Estate Investment Trusts,-100.0
731,0.0,REGCO,22.93,12357381077.0,Finance,Real Estate Investment Trusts,-100.0
732,58.27,REG,67.0,12357381077.0,Finance,Real Estate Investment Trusts,-13.029850746268652
733,68.9,RDY,67.585,11106370763.44502,Health Technology,Pharmaceuticals: Major,1.9456980099134602
734,26.2,RDNT,35.195,2389554306.935277,Health Services,Medical/Nursing Services,-25.557607614718002
735,23.5,RDN,28.75,4403359685.963835,Finance,Specialty Insurance,-18.26086956521739
736,6.55,RDFN,9.95,1146654349.8483262,Finance,Real Estate Development,-34.17085427135678
737,20.96,RCUS,17.87,1337668915.5094123,Health Technology,Biotechnology,17.291550083939562
738,16.11,RCM,10.57,4432087303.949716,Commercial Services,Miscellaneous Commercial Services,52.412488174077566
739,171.1,RCL,127.85,32759659191.45807,Consumer Services,Hotels/Resorts/Cruise lines,33.82870551427454
740,0.0,RCKT,29.5,2659687466.3925824,Health Technology,Biotechnology,-100.0
741,58.09,RCI,46.79,24812559615.09076,Communications,Wireless Telecommunications,24.15045949989315
742,0.0,RCC,24.26,1883043755.0,Finance,Real Estate Investment Trusts,-100.0
743,0.0,RCB,24.06,1883043755.0,Finance,Real Estate Investment Trusts,-100.0
744,0.0,RC/PE,19.0,1883043755.0,Finance,Real Estate Investment Trusts,-100.0
745,0.0,RC/PC,18.5542,1883043755.0,Finance,Real Estate Investment Trusts,-100.0
746,8.38,RC,11.01,1883043755.0,Finance,Real Estate Investment Trusts,-23.887375113533142
747,55.36,RBLX,44.93,28024492196.692223,Technology Services,Packaged Software,23.213888270643224
748,0.0,RBCP,128.41,8105989068.0,Producer Manufacturing,Metal Fabrication,-100.0
749,345.16,RBC,279.13,8118495617.333477,Producer Manufacturing,Metal Fabrication,23.655644323433535
750,91.98,RBA,66.055,12043990242.019196,Technology Services,Internet Software/Services,39.24759669971992
751,71.47,RARE,47.19,3874976224.1666665,Health Technology,Pharmaceuticals: Major,51.451578724305996
752,34.85,RAMP,37.205,2437453232.7413006,Technology Services,Packaged Software,-6.329794382475465
753,314.3,RACE,337.65,83261937204.113,Consumer Durables,Motor Vehicles,-6.915444987412991
754,106.26,R,117.735,5218279099.282808,Finance,Finance/Rental/Leasing,-9.74646451777296
755,61.22,QTWO,43.215,2533911519.006242,Technology Services,Information Technology Services,41.66377415249333
756,27.86,QTRX,27.98,1058476267.7835686,Health Technology,Medical Specialties,-0.4288777698356004
757,99.59,QSR,76.78,34765016059.42669,Consumer Services,Restaurants,29.708257358687156
758,0.0,QS,7.17,3510153840.143052,Producer Manufacturing,Electrical Products,-100.0
759,104.59,QRVO,112.175,10919760149.281763,Electronic Technology,Semiconductors,-6.761756184533089
760,0.0,QQQX,22.855,1066400000.0000002,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
761,170.5,QLYS,203.755,7495222424.628925,Technology Services,Packaged Software,-16.321071875536795
762,43.85,QGEN,43.53,9926363463.18228,Health Technology,Medical Specialties,0.7351252010107978
763,19.52,QFIN,14.71,2319255333.76,Finance,Finance/Rental/Leasing,32.698844323589384
764,95.61,QDEL,74.37,4969307971.939957,Health Technology,Medical Specialties,28.55990318676885
765,139.82,QCOM,143.99,160260872746.56577,Electronic Technology,Semiconductors,-2.896034446836597
766,99.78,PZZA,73.515,2408046801.2483664,Consumer Services,Restaurants,35.7274025709039
767,114.03,PYPL,62.54,67426893276.66999,Commercial Services,Miscellaneous Commercial Services,82.33130796290374
768,0.0,PYCR,21.85,3880318163.557648,Technology Services,Packaged Software,-100.0
769,186.19,PXD,230.79,53845358555.0069,Energy Minerals,Oil & Gas Production,-19.324927423198577
770,0.0,PX,9.78,1143837083.126935,Finance,Investment Managers,-100.0
771,0.0,PWSC,23.39,4723389682.96701,Technology Services,Packaged Software,-100.0
772,179.04,PWR,213.34,30995079449.34159,Industrial Services,Engineering & Construction,-16.07762257429456
773,0.0,PWP,12.33,1082974588.111837,Finance,Investment Banks/Brokers,-100.0
774,93.86,PVH,119.87,7148748202.372495,Consumer Non-Durables,Apparel/Footwear,-21.69850671560858
775,0.0,PUK,22.18,30380783601.019497,Finance,Multi-Line Insurance,-100.0
776,10.19,PTVE,13.2897,2371620865.4045644,Process Industries,Containers/Packaging,-23.324078045403585
777,11.4,PTON,6.13,2209563136.743922,Consumer Services,Other Consumer Services,85.97063621533442
778,0.0,PTLO,16.14,1176851360.0397022,Consumer Services,Restaurants,-100.0
779,35.34,PTGX,22.38,1290836354.39056,Health Technology,Biotechnology,57.90884718498662
780,22.76,PTEN,11.225,4684007038.50909,Industrial Services,Contract Drilling,102.7616926503341
781,68.05,PTCT,28.785,2172206778.827059,Health Technology,Pharmaceuticals: Major,136.40785131144693
782,144.09,PTC,172.37,20554219334.162567,Technology Services,Packaged Software,-16.406567268086093
783,114.1,PSX,135.755,59726164931.56263,Energy Minerals,Oil Refining/Marketing,-15.951530330374572
784,30.81,PSTG,36.29,11466653669.802828,Electronic Technology,Computer Peripherals,-15.100578671810416
785,10.39,PSO,12.36,8467446574.17,Consumer Services,Publishing: Books/Magazines,-15.938511326860834
786,0.0,PSNYW,0.25,5060300013.0,Consumer Durables,Motor Vehicles,-100.0
787,0.0,PSNY,2.398,5060300013.0,Consumer Durables,Motor Vehicles,-100.0
788,34.12,PSN,63.335,6643140881.361743,Technology Services,Information Technology Services,-46.127733480697884
789,88.75,PSMT,75.0,2288765642.486011,Retail Trade,Specialty Stores,18.333333333333332
790,0.0,PSLV,8.335,4047110000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
791,0.0,PSEC/PA,17.74,2515665208.0,Finance,Investment Managers,-100.0
792,0.88,PSEC,6.185,2538236429.2789555,Finance,Investment Managers,-85.77202910266774
793,0.0,PSA/PS,18.38,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
794,0.0,PSA/PR,18.33,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
795,0.0,PSA/PQ,17.61,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
796,0.0,PSA/PP,18.15,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
797,0.0,PSA/PO,17.44,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
798,0.0,PSA/PN,17.27,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
799,0.0,PSA/PM,18.67,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
800,0.0,PSA/PL,21.06,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
801,0.0,PSA/PK,21.0,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
802,0.0,PSA/PJ,21.1,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
803,0.0,PSA/PI,22.47,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
804,0.0,PSA/PH,24.67,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
805,0.0,PSA/PG,23.86,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
806,0.0,PSA/PF,23.73,52247956520.0,Finance,Real Estate Investment Trusts,-100.0
807,327.53,PSA,297.72,52247956520.0,Finance,Real Estate Investment Trusts,10.012763670562926
808,39.45,PRVA,23.58,2783958158.498084,Finance,Life/Health Insurance,67.30279898218832
809,90.49,PRU,103.88,37500681219.63151,Finance,Life/Health Insurance,-12.889872930304199
810,81.18,PRTA,38.3,2055382856.187282,Health Technology,Biotechnology,111.95822454308097
811,0.0,PRS,24.36,37266031212.0,Finance,Life/Health Insurance,-100.0
812,34.9,PRO,39.64,1833802968.0818183,Technology Services,Information Technology Services,-11.95761856710394
813,16.61,PRMW,15.22,2426195025.0713925,Consumer Non-Durables,Beverages: Non-Alcoholic,9.132720105124827
814,50.45,PRLB,39.75,1024989613.155242,Process Industries,Chemicals: Specialty,26.9182389937107
815,129.27,PRK,133.09,2144941983.2418485,Finance,Major Banks,-2.870238184687049
816,37.31,PRIM,33.11,1766763201.2075183,Industrial Services,Engineering & Construction,12.684989429175484
817,197.42,PRI,205.78,7209290171.178671,Finance,Life/Health Insurance,-4.062591116726608
818,0.0,PRH,25.56,37266031212.0,Finance,Life/Health Insurance,-100.0
819,63.47,PRGS,55.07,2399143571.08585,Technology Services,Packaged Software,15.253313964045757
820,42.16,PRGO,31.585,4279972307.7588353,Health Technology,Pharmaceuticals: Major,33.48108279246476
821,32.17,PRG,31.21,1395781814.7432132,Finance,Finance/Rental/Leasing,3.0759371996155105
822,82.9,PRFT,67.155,2335088126.848005,Commercial Services,Personnel Services,23.44575980939618
823,13.06,PRDO,17.73,1164646954.6502545,Consumer Services,Other Consumer Services,-26.339537507050196
824,0.0,PRCT,43.49,2196185070.677791,Health Technology,Medical Specialties,-100.0
825,16.58,PR,13.625,10546699937.629915,Energy Minerals,Integrated Oil,21.6880733944954
826,40.22,PPL,26.5997,19607287173.9349,Utilities,Electric Utilities,51.204712835107166
827,144.09,PPG,148.495,35015121453.27408,Process Industries,Industrial Specialties,-2.966429846122766
828,28.09,PPC,26.79,6343602039.230769,Process Industries,Agricultural Commodities/Milling,4.85255692422546
829,31.33,PPBI,29.14,2794525228.972712,Finance,Regional Banks,7.5154426904598415
830,43.07,POWL,90.55,1082917663.406399,Producer Manufacturing,Electrical Products,-52.43511871893981
831,72.45,POWI,83.34,4738510734.897684,Electronic Technology,Semiconductors,-13.06695464362851
832,95.64,POST,89.06,5390679199.115419,Consumer Non-Durables,Food: Specialty/Candy,7.388277565686051
833,50.08,POR,43.225,4371081028.092713,Utilities,Electric Utilities,15.858877964141113
834,422.05,POOL,393.91,15236111531.013372,Distribution Services,Wholesale Distributors,7.143763803914596
835,371.31,PODD,219.15,15302721656.559805,Health Technology,Medical Specialties,69.4318959616701
836,88.56,PNW,71.215,8075662928.527045,Utilities,Electric Utilities,24.355823913501368
837,0.0,PNT,12.475,1329451257.1952686,Health Technology,Pharmaceuticals: Major,-100.0
838,63.22,PNR,71.2,11769285405.291063,Producer Manufacturing,Industrial Machinery,-11.207865168539332
839,55.71,PNM,42.77,3671157532.3330207,Utilities,Electric Utilities,30.25485153144727
840,0.0,PNFPP,22.62,6562658259.0,Finance,Regional Banks,-100.0
841,112.17,PNFP,86.4007,6633344261.094774,Finance,Regional Banks,29.82533706324139
842,194.91,PNC,152.76,60850592042.33326,Finance,Major Banks,27.59230164964651
843,0.0,PMTU,25.01,1360863771.0,Finance,Real Estate Investment Trusts,-100.0
844,0.0,PMT/PC,18.96,1360863771.0,Finance,Real Estate Investment Trusts,-100.0
845,0.0,PMT/PB,22.9,1360863771.0,Finance,Real Estate Investment Trusts,-100.0
846,0.0,PMT/PA,23.25,1360863771.0,Finance,Real Estate Investment Trusts,-100.0
847,30.93,PMT,15.73,1360863771.0,Finance,Real Estate Investment Trusts,96.63064208518753
848,108.7,PM,92.995,144365999362.01843,Consumer Non-Durables,Tobacco,16.88800473143717
849,19.87,PLYM,24.11,1098228986.0,Finance,Real Estate Investment Trusts,-17.586063873911232
850,12.41,PLYA,8.54,1182404959.8666663,Consumer Services,Hotels/Resorts/Cruise lines,45.3161592505855
851,111.15,PLXS,109.85,3021334867.5263205,Electronic Technology,Electronic Production Equipment,1.1834319526627324
852,67.09,PLUS,81.045,2182707748.395096,Technology Services,Packaged Software,-17.218829045591953
853,3.66,PLUG,4.32,2615769929.142857,Electronic Technology,Electronic Production Equipment,-15.27777777777778
854,15.61,PLTR,17.58,38253900033.3701,Technology Services,Packaged Software,-11.20591581342434
855,15.08,PLTK,8.51,3125106686.8888884,Technology Services,Packaged Software,77.2032902467685
856,3.16,PLRX,16.765,1004155721.2095212,Health Technology,Biotechnology,-81.15120787354607
857,129.4,PLNT,72.665,6406982061.510605,Consumer Services,Other Consumer Services,78.07747884125781
858,95.5,PLMR,58.14,1437877779.9763317,Finance,Property/Casualty Insurance,64.25868593051256
859,138.86,PLD,132.05,124058546407.0,Finance,Real Estate Investment Trusts,5.157137447936389
860,71.05,PLAY,52.68,2117163278.6785924,Consumer Services,Movies/Entertainment,34.87091875474563
861,20.69,PLAB,30.485,1906790810.8538136,Electronic Technology,Electronic Production Equipment,-32.13055601115302
862,71.43,PKX,93.67,28302780990.08187,Non-Energy Minerals,Steel,-23.74292729796092
863,150.37,PKG,163.435,14647747651.716211,Process Industries,Containers/Packaging,-7.994003732370666
864,33.24,PK,16.7794,3496228839.0,Finance,Real Estate Investment Trusts,98.10005125332256
865,78.39,PJT,99.2,2404664961.689512,Finance,Investment Banks/Brokers,-20.97782258064516
866,106.39,PIPR,172.76,3059504843.2824697,Finance,Investment Banks/Brokers,-38.41745774484834
867,28.95,PINS,37.41,25227752649.55648,Technology Services,Internet Software/Services,-22.614274258219723
868,30.02,PINC,22.715,2718359774.715773,Health Services,Hospital/Nursing Management,32.15936605767114
869,136.12,PII,94.56,5340058841.418044,Consumer Durables,Recreational Products,43.95093062605753
870,99.15,PI,88.43,2392549822.103325,Electronic Technology,Semiconductors,12.122582833879903
871,0.0,PHYS,16.0299,6356700000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
872,0.0,PHVS,27.11,1107628470.5259256,Health Technology,Pharmaceuticals: Major,-100.0
873,40.8,PHR,22.28,1239546453.5392954,Technology Services,Packaged Software,83.1238779174147
874,74.53,PHM,102.965,22198737795.83393,Consumer Durables,Homebuilding,-27.6161802554266
875,0.0,PHIN,29.9,1395886296.7914436,Producer Manufacturing,Auto Parts: OEM,-100.0
876,26.57,PHI,23.375,5020704358.145999,Communications,Specialty Telecommunications,13.668449197860962
877,26.01,PHG,23.025,20802088495.138447,Health Technology,Medical Specialties,12.964169381107505
878,400.0,PH,456.58,58659486744.90757,Producer Manufacturing,Industrial Machinery,-12.39213281352665
879,0.0,PGY,1.5599,1112910594.616774,Technology Services,Packaged Software,-100.0
880,29.31,PGTI,41.315,2356076634.0484223,Producer Manufacturing,Building Products,-29.057243132034372
881,8.6,PGRE,5.34,1141105877.0,Finance,Real Estate Investment Trusts,61.04868913857678
882,143.06,PGR,157.025,91866053386.54704,Finance,Multi-Line Insurance,-8.893488298041715
883,80.35,PGNY,38.11,3652318509.027264,Commercial Services,Miscellaneous Commercial Services,110.83705064287587
884,160.15,PG,144.72,341088562285.7335,Consumer Non-Durables,Household/Personal Care,10.661967938087345
885,47.37,PFSI,87.97,4391968811.719026,Finance,Finance/Rental/Leasing,-46.15209730589974
886,23.89,PFS,18.38,1389648031.1056106,Finance,Savings Banks,29.978237214363446
887,0.0,PFH,19.79,37266031212.0,Finance,Life/Health Insurance,-100.0
888,63.38,PFGC,68.98,10733352435.82466,Transportation,Other Transportation,-8.118295158016817
889,73.42,PFG,79.25,18894159448.567528,Finance,Investment Managers,-7.356466876971606
